id,user_id,created_at,kind,twd_amount,currency_amount
1,1284,2025-10-24T17:11:21,1,370.0,12.036683550000001
2,1466,2025-10-24T18:53:28,0,3176.0,102.24793501
3,1667,2025-10-24T11:55:46,0,1010.0,32.48542305
4,5995,2025-10-24T18:19:52,0,630.0,20.2789012
5,13617,2025-10-24T02:50:20,0,1005.0,32.3214729
6,15616,2025-10-24T12:03:02,0,2012.0,64.71562564
7,16974,2025-10-24T14:37:50,0,30000.0,964.91355596
8,16974,2025-10-24T16:09:09,1,1561.0,50.720207460000005
9,20058,2025-10-24T18:23:12,0,15000.0,482.78417384
10,21207,2025-10-24T13:21:05,0,600.0,19.30076419
11,31757,2025-10-24T18:26:30,0,3000.0,96.55683476
12,36837,2025-10-24T02:43:11,1,116.0,3.79728863
13,42690,2025-10-24T10:20:21,0,30000.0,964.7517661200001
14,46334,2025-10-24T21:40:08,0,985.0,31.699754340000002
15,47861,2025-10-24T22:23:03,0,149960.0,4825.93052668
16,53082,2025-10-24T15:43:55,0,65000.0,2091.1862739900002
17,53949,2025-10-24T19:04:41,0,4274.0,137.60132241
18,59523,2025-10-24T10:51:16,0,6140.0,197.49839653
19,66060,2025-10-24T22:42:36,0,9000.0,289.55822166
20,69739,2025-10-24T23:11:23,0,18000.0,579.30356897
21,82335,2025-10-24T03:03:32,1,18731.0,608.0
22,96484,2025-10-24T07:58:43,0,50000.0,1608.55286862
23,100859,2025-10-24T01:43:05,0,3110.0,100.00676573
24,102555,2025-10-24T16:27:52,1,2060.0,66.913341
25,102583,2025-10-24T22:31:30,0,1000.0,32.17313574
26,107375,2025-10-24T00:51:59,0,1000.0,32.16066955
27,108383,2025-10-24T01:45:34,0,100000.0,3215.65163122
28,110233,2025-10-24T17:39:00,0,9971.0,320.81709346
29,110832,2025-10-24T19:02:00,0,1050.0,33.80472356
30,113953,2025-10-24T01:23:56,1,6780.0,220.00403632
31,114573,2025-10-24T22:22:40,0,1000.0,32.18145189
32,127353,2025-10-24T02:15:01,0,3100.0,99.68841902
33,127353,2025-10-24T03:52:58,0,2500.0,80.40167389
34,127353,2025-10-24T04:46:12,0,2600.0,83.61774085
35,127353,2025-10-24T04:51:47,0,3000.0,96.48200867
36,127867,2025-10-24T19:30:09,0,73000.0,2349.3218955800003
37,131752,2025-10-24T19:58:56,1,9240.0,300.0
38,131752,2025-10-24T20:00:18,0,9240.0,297.35661554
39,134434,2025-10-24T01:05:21,0,1000.0,32.15340208
40,134874,2025-10-24T21:22:17,0,30000.0,965.50594828
41,135127,2025-10-24T15:38:41,0,11000.0,353.89306175
42,135292,2025-10-24T09:44:03,1,123230.0,3999.0
43,139208,2025-10-24T17:43:45,1,4032.0,130.96607456
44,140656,2025-10-24T03:10:01,0,1300.0,41.80887042
45,140656,2025-10-24T03:33:28,0,3500.0,112.56234345
46,140656,2025-10-24T05:10:09,1,9942.0,322.67143895
47,140656,2025-10-24T06:31:16,0,3000.0,96.48200867
48,140656,2025-10-24T07:28:31,0,2100.0,67.53740607
49,140656,2025-10-24T07:56:42,0,6000.0,193.02634423
50,140656,2025-10-24T08:41:37,0,10000.0,321.60669559
51,140656,2025-10-24T09:38:24,0,10000.0,321.64823879
52,140656,2025-10-24T10:31:25,1,44382.0,1440.20069335
53,148495,2025-10-24T12:54:33,1,234112.0,7600.0
54,156009,2025-10-24T01:58:24,0,2000.0,64.31510904
55,159392,2025-10-24T14:26:21,0,3000.0,96.51005486
56,161744,2025-10-24T11:11:17,1,9216.0,299.0
57,163703,2025-10-24T12:32:30,1,2999.0,97.34570706
58,163703,2025-10-24T15:20:21,0,3000.0,96.51317211
59,163703,2025-10-24T15:22:51,0,498.0,16.02118657
60,164828,2025-10-24T08:26:32,0,100000.0,3216.17080388
61,164828,2025-10-24T12:42:55,1,199293.0,6469.70946827
62,165113,2025-10-24T15:46:59,0,4000.0,128.68422949
63,168088,2025-10-24T12:33:29,0,1500.0,48.24567779
64,173821,2025-10-24T08:59:30,0,2000.0,64.32133911
65,174325,2025-10-24T11:45:20,1,6195.0,201.0
66,184373,2025-10-24T16:20:41,0,2500.0,80.4302413
67,187292,2025-10-24T03:08:34,0,802.0,25.79285698
68,194575,2025-10-24T00:50:57,0,600.0,19.29640173
69,203568,2025-10-24T00:31:09,0,480.0,15.43712138
70,204112,2025-10-24T09:51:31,0,57967.0,1864.49834582
71,205027,2025-10-24T17:11:32,0,8000.0,257.39181879
72,216319,2025-10-24T21:54:07,0,1635.0,52.61667385
73,216319,2025-10-24T22:25:30,0,987.0,31.76206678
74,216319,2025-10-24T22:35:50,0,4985.0,160.37790116
75,219058,2025-10-24T13:21:13,0,2000.0,64.33588064
76,224301,2025-10-24T06:56:42,0,10000.0,321.60669559
77,226284,2025-10-24T01:09:42,0,400.0,12.86136083
78,228949,2025-10-24T11:11:29,0,15000.0,482.44119878000004
79,229218,2025-10-24T13:28:13,1,2895.0,94.0
80,238294,2025-10-24T11:59:13,1,2971.0,96.38703494
81,238759,2025-10-24T08:18:34,0,1000.0,32.16066955
82,245802,2025-10-24T13:59:55,1,2172.0,70.54568341
83,249985,2025-10-24T13:01:55,0,1500.0,48.25191048
84,255030,2025-10-24T10:49:15,0,6000.0,192.99517576
85,259322,2025-10-24T04:05:07,0,3000.0,96.48200867
86,259322,2025-10-24T16:14:56,0,3000.0,96.51628956
87,259631,2025-10-24T13:22:25,0,15100.0,485.73589889
88,261196,2025-10-24T08:00:20,0,373.0,11.99980439
89,274513,2025-10-24T23:10:43,0,7500.0,241.32822149
90,275646,2025-10-24T13:50:09,0,320.0,10.29407336
91,288985,2025-10-24T00:03:29,0,10000.0,321.61708038
92,289013,2025-10-24T20:02:46,0,3000.0,96.54435569
93,295144,2025-10-24T21:09:54,0,6000.0,193.10742939
94,298719,2025-10-24T16:42:33,0,210.0,6.75766821
95,301432,2025-10-24T16:55:36,1,30694.0,1000.0
96,307505,2025-10-24T00:43:10,1,778.0,25.24912386
97,312303,2025-10-24T16:17:59,0,990.0,31.85037555
98,321483,2025-10-24T08:16:26,0,2300.0,73.96953998000001
99,321483,2025-10-24T12:14:19,0,18000.0,579.00422595
100,324412,2025-10-24T02:16:35,0,40000.0,1286.30218093
101,325609,2025-10-24T20:14:25,0,9985.0,321.32141525000003
102,328376,2025-10-24T12:02:04,1,21854.0,709.00000026
103,329851,2025-10-24T06:30:36,0,1500.0,48.24100433
104,329851,2025-10-24T08:40:19,0,3500.0,112.56234345
105,329851,2025-10-24T11:58:08,0,950.0,30.55559593
106,330891,2025-10-24T18:22:02,0,20000.0,643.77464127
107,330891,2025-10-24T18:41:44,0,2000.0,64.37746412
108,330891,2025-10-24T19:08:35,0,35000.0,1126.67844507
109,332349,2025-10-24T16:57:20,0,320.0,10.29773188
110,337403,2025-10-24T07:32:08,0,1597.0,51.36058928
111,339429,2025-10-24T07:44:24,0,50000.0,1608.03347797
112,340138,2025-10-24T14:00:08,0,5882.0,189.21793608000002
113,345307,2025-10-24T21:57:36,0,29538.0,950.66787491
114,345307,2025-10-24T22:04:40,0,462.0,14.8687916
115,346716,2025-10-24T11:04:25,0,1000.0,32.162746580000004
116,355650,2025-10-24T12:20:13,0,3200.0,102.93408461
117,364362,2025-10-24T20:00:04,0,14900.0,479.50363328000003
118,364615,2025-10-24T08:04:20,0,20000.0,643.42114745
119,364615,2025-10-24T09:04:48,0,10000.0,321.60669559
120,364615,2025-10-24T10:57:15,0,7000.0,225.13922609
121,366692,2025-10-24T00:59:16,0,1400.0,45.01766943
122,366912,2025-10-24T10:03:56,1,51310.0,1665.0
123,367838,2025-10-24T00:17:28,0,30000.0,964.82008678
124,371047,2025-10-24T19:32:12,0,6000.0,193.09495032
125,371316,2025-10-24T22:29:10,0,2000.0,64.35874491
126,373834,2025-10-24T07:18:12,0,30000.0,964.82008678
127,377396,2025-10-24T01:53:15,0,500.0,16.07877726
128,377396,2025-10-24T11:38:28,0,478.0,15.37428932
129,377396,2025-10-24T21:14:08,0,490.0,15.77094967
130,377396,2025-10-24T21:34:52,0,490.0,15.76942094
131,377957,2025-10-24T17:45:10,0,10000.0,321.81451898
132,379596,2025-10-24T07:18:01,0,5794.0,186.33891942
133,379596,2025-10-24T07:18:52,0,100.0,3.21606695
134,387601,2025-10-24T02:09:44,0,5000.0,160.78777261
135,388032,2025-10-24T13:05:16,0,10000.0,321.67940324
136,388359,2025-10-24T10:20:45,1,360002.0,11679.58991662
137,388359,2025-10-24T10:21:18,1,200.0,6.4899244000000005
138,396926,2025-10-24T08:59:53,1,9902.0,321.55478168
139,398183,2025-10-24T20:35:05,0,20000.0,643.6498344
140,399809,2025-10-24T12:41:31,1,85259.0,2767.79028133
141,402487,2025-10-24T13:10:25,1,9179.0,298.03317003
142,404832,2025-10-24T18:58:55,0,1000.0,32.19393419
143,414562,2025-10-24T14:51:37,0,328.0,10.55108442
144,414562,2025-10-24T14:53:05,1,324.0,10.551084920000001
145,414562,2025-10-24T14:54:12,0,316.0,10.16506914
146,415615,2025-10-24T14:44:56,0,3000.0,96.50382097
147,416772,2025-10-24T02:07:46,0,3088.0,99.30252836
148,417802,2025-10-24T18:15:20,0,29970.0,964.63395086
149,417830,2025-10-24T08:55:39,0,5000.0,160.80854019
150,419000,2025-10-24T16:17:33,0,5200.0,167.29490191
151,421404,2025-10-24T15:37:05,0,10070.0,323.97301198
152,421404,2025-10-24T17:02:48,0,9100.0,292.8417505
153,422788,2025-10-24T08:54:02,0,1000.0,32.16170803
154,423616,2025-10-24T13:33:58,0,1270.0,40.85328421
155,424487,2025-10-24T14:04:30,0,6187.0,199.02947476
156,425332,2025-10-24T13:41:51,1,29844.0,969.0200002500001
157,427961,2025-10-24T01:39:46,0,3000.0,96.46954893
158,434920,2025-10-24T11:02:28,0,50040.0,1609.42383913
159,438880,2025-10-24T08:19:44,0,1000.0,32.16066955
160,439521,2025-10-24T21:22:31,1,40940.0,1330.00000095
161,440828,2025-10-24T17:36:30,0,690.0,22.2052018
162,441341,2025-10-24T00:52:14,0,28500.0,916.57908244
163,441534,2025-10-24T03:53:13,0,350.0,11.25623434
164,441534,2025-10-24T22:26:39,0,550.0,17.69922667
165,444859,2025-10-24T16:45:40,0,80000.0,2574.43297148
166,446763,2025-10-24T08:00:12,0,600.0,19.30263442
167,446763,2025-10-24T21:14:56,0,1008.0,32.44309648
168,447119,2025-10-24T17:55:41,0,462.0,14.86831117
169,449097,2025-10-24T12:28:18,1,4957.0,160.86461144
170,449444,2025-10-24T07:15:16,0,3000.0,96.48200867
171,453601,2025-10-24T15:17:48,0,590.0,18.98092384
172,453601,2025-10-24T21:56:09,0,590.0,18.98767011
173,453601,2025-10-24T23:04:54,0,990.0,31.855325230000002
174,455606,2025-10-24T14:29:35,0,3300.0,106.16448932
175,455606,2025-10-24T20:35:44,0,3000.0,96.54747516
176,455721,2025-10-24T03:56:07,0,100000.0,3216.06695594
177,462343,2025-10-24T13:10:35,0,100000.0,3216.7940324
178,462748,2025-10-24T16:15:54,1,30722.0,997.7000000400001
179,465382,2025-10-24T16:01:17,0,540.0,17.37349329
180,465382,2025-10-24T18:42:55,0,100.0,3.2188732
181,469660,2025-10-24T12:39:20,0,50000.0,1608.3450721
182,473385,2025-10-24T10:24:00,0,4696.0,151.02556406
183,473385,2025-10-24T10:49:42,0,4695.0,151.01872503
184,474170,2025-10-24T08:45:55,0,30000.0,964.82008678
185,477534,2025-10-24T12:40:41,1,4066.0,132.0
186,479533,2025-10-24T23:29:45,0,4000.0,128.71670304
187,482978,2025-10-24T01:04:24,0,1085.0,34.88644125
188,483077,2025-10-24T09:09:29,0,500.0,16.08033477
189,483390,2025-10-24T10:37:40,1,157.0,5.1071371
190,483977,2025-10-24T16:48:50,0,600.0,19.30824728
191,485684,2025-10-24T22:26:24,0,35000.0,1126.31442502
192,486751,2025-10-24T20:06:06,0,2000.0,64.36290379
193,491098,2025-10-24T18:13:02,1,2556.0,83.03208278
194,491663,2025-10-24T20:03:19,0,3939.0,126.76273902
195,493484,2025-10-24T11:37:42,0,11500.0,369.80956791
196,493484,2025-10-24T11:45:15,0,1000.0,32.16378519
197,499032,2025-10-24T17:54:16,1,7023.0,228.09523481
198,505111,2025-10-24T12:10:42,0,1000.0,32.16482387
199,505111,2025-10-24T12:57:20,0,2020.0,64.98133813
200,505324,2025-10-24T02:51:47,0,1618.0,52.03596334
201,505714,2025-10-24T13:09:19,0,5000.0,160.83970162
202,505714,2025-10-24T13:11:13,0,500.0,16.08397016
203,508268,2025-10-24T16:04:42,0,879.0,28.28109984
204,511705,2025-10-24T19:27:39,1,9233.0,300.00000061000003
205,511744,2025-10-24T11:00:38,0,15600.0,501.73884673000003
206,511744,2025-10-24T17:29:08,0,9380.0,301.8620188
207,520114,2025-10-24T08:24:45,1,7812.0,253.5891
208,521531,2025-10-24T00:27:08,0,10000.0,321.60669559
209,521531,2025-10-24T12:06:11,0,5000.0,160.82411939
210,523521,2025-10-24T00:10:42,1,36931.0,1198.38961604
211,530075,2025-10-24T10:18:35,0,3000.0,96.49447163
212,532008,2025-10-24T23:09:17,0,3109.0,100.03859208
213,532506,2025-10-24T19:00:46,0,3000.0,96.58492448
214,537276,2025-10-24T09:51:48,0,1000.0,32.16482387
215,537476,2025-10-24T22:46:29,0,685.0,22.04287013
216,539001,2025-10-24T01:36:25,0,1100.0,35.36988409
217,539001,2025-10-24T02:04:54,0,2000.0,64.31510904
218,539001,2025-10-24T05:40:31,0,2100.0,67.5352254
219,539001,2025-10-24T06:04:20,0,2100.0,67.53740607
220,539001,2025-10-24T07:24:42,0,2000.0,64.32133911
221,539001,2025-10-24T08:05:03,0,2100.0,67.55922048000001
222,539001,2025-10-24T16:15:11,0,1100.0,35.38930617
223,539183,2025-10-24T01:15:18,0,5100.0,163.9495607
224,539183,2025-10-24T23:15:53,0,6000.0,193.07623473
225,539183,2025-10-24T23:40:16,0,10100.0,325.07467705
226,539252,2025-10-24T15:27:09,1,7564.0,245.80000025
227,540651,2025-10-24T21:32:24,0,1000.0,32.18249172
228,542455,2025-10-24T12:00:21,0,14000.0,450.30753431
229,543137,2025-10-24T10:51:16,0,80000.0,2573.26901018
230,544663,2025-10-24T15:04:21,0,1100.0,35.38016371
231,544663,2025-10-24T21:39:37,0,1000.0,32.18249172
232,546759,2025-10-24T05:40:51,0,2160.0,69.46480327
233,547056,2025-10-24T08:50:03,0,3100.0,99.69807563
234,547546,2025-10-24T14:55:36,0,3000.0,96.49135559
235,550288,2025-10-24T04:33:19,1,2103.0,68.26172187
236,552946,2025-10-24T02:18:56,0,340.0,10.93356853
237,553324,2025-10-24T02:09:58,0,10000.0,321.57554523
238,553955,2025-10-24T22:09:05,0,500.0,16.09124586
239,553955,2025-10-24T22:25:45,0,500.0,16.09020607
240,555345,2025-10-24T00:29:36,0,5985.0,192.48160731000002
241,556970,2025-10-24T03:12:13,0,900.0,28.9446026
242,557104,2025-10-24T02:33:31,1,20130.0,653.343676
243,557232,2025-10-24T04:18:04,0,150.0,4.82410043
244,557232,2025-10-24T04:22:32,0,300.0,9.64820086
245,557232,2025-10-24T04:25:54,0,1500.0,48.24100433
246,559679,2025-10-24T22:16:31,1,30807.0,1000.0
247,560319,2025-10-24T09:40:24,0,500.0,16.08293131
248,561252,2025-10-24T12:44:31,1,6308.0,205.05000072
249,561271,2025-10-24T18:38:54,0,25000.0,804.71830159
250,561728,2025-10-24T10:35:03,0,490.0,15.7617817
251,561728,2025-10-24T18:05:45,1,3079.0,100.0
252,562604,2025-10-24T00:41:45,0,9785.0,314.69215163
253,563039,2025-10-24T12:33:55,0,2000.0,64.33795854
254,564001,2025-10-24T07:13:03,0,1000.0,32.16066955
255,564178,2025-10-24T03:00:15,0,700.0,22.512468690000002
256,564971,2025-10-24T02:11:24,0,5000.0,160.78777261
257,565830,2025-10-24T19:48:02,1,198364.0,6445.12695461
258,565975,2025-10-24T14:48:08,1,3201.0,104.0
259,565997,2025-10-24T04:07:06,0,2735.0,87.95943124
260,566234,2025-10-24T23:14:46,0,7793.0,250.80626183
261,566506,2025-10-24T16:48:57,0,1388.0,44.66641205
262,566537,2025-10-24T02:31:05,1,555923.0,18042.28918076
263,566913,2025-10-24T08:47:50,0,877.0,28.2049072
264,569709,2025-10-24T14:57:41,1,3200.0,103.96577059
265,569800,2025-10-24T14:04:44,0,1000.0,32.16897927
266,570162,2025-10-24T21:30:05,0,4000.0,128.72996688
267,573226,2025-10-24T17:35:22,0,500.0,16.09072594
268,575458,2025-10-24T21:38:39,0,500.0,16.09124586
269,575528,2025-10-24T03:01:01,0,2990.0,96.16040198
270,576061,2025-10-24T18:10:16,1,3073.0,99.80620082
271,576148,2025-10-24T00:42:18,0,6996.0,225.00330943
272,577275,2025-10-24T00:29:17,1,660.0,21.42
273,577490,2025-10-24T01:33:15,0,1000.0,32.15340208
274,577612,2025-10-24T00:22:24,0,3700.0,118.99447736
